model,recal,seed,coverage,risk,auroc
mlp,isotonic,1,0.9225171232876712,0.08468677494199536,0.8537799416958733
mlp,isotonic,1,0.9030393835616438,0.07655842616733823,0.8477958889761718
mlp,isotonic,1,0.8837756849315068,0.07047711310244612,0.8445306810168433
mlp,isotonic,1,0.8642979452054794,0.06612184249628529,0.8300445792129618
mlp,isotonic,1,0.844820205479452,0.06207246009627565,0.8212374927879506
mlp,isotonic,1,0.825556506849315,0.05807622504537205,0.8198840933512774
mlp,isotonic,1,0.8060787671232876,0.05469994689325544,0.8174866038433112
mlp,isotonic,1,0.7868150684931506,0.05059847660500544,0.8136765510802021
mlp,isotonic,1,0.7673373287671232,0.049372384937238493,0.8199735057111134
mlp,isotonic,1,0.7478595890410958,0.04579278763594734,0.8183169260566872
mlp,isotonic,1,0.728595890410959,0.04318448883666275,0.8115430254211599
mlp,isotonic,1,0.7091181506849316,0.041352248717174765,0.816565224264872
mlp,isotonic,1,0.6898544520547946,0.04033509152963078,0.8264234732747905
mlp,isotonic,1,0.6703767123287672,0.037037037037037035,0.8263560624298317
mlp,isotonic,1,0.6511130136986302,0.03451676528599606,0.8286147043558111
mlp,isotonic,1,0.6316352739726028,0.032192477126397834,0.8312895744775062
mlp,isotonic,1,0.6121575342465754,0.02937062937062937,0.8312518890353378
mlp,isotonic,1,0.5928938356164384,0.025992779783393503,0.7678647769516729
mlp,isotonic,1,0.573416095890411,0.02463605823068309,0.7701950510971625
mlp,isotonic,1,0.554152397260274,0.023174971031286212,0.7713179877266257
mlp,isotonic,1,0.5346746575342466,0.020416333066453164,0.7605298086879173
mlp,isotonic,1,0.5154109589041096,0.01910299003322259,0.7601600113282357
mlp,isotonic,1,0.4959332191780822,0.01640051791109193,0.7471617559780216
mlp,isotonic,1,0.4764554794520548,0.016172506738544475,0.7559526289475876
mlp,isotonic,1,0.4571917808219178,0.015917602996254682,0.765196479738027
mlp,isotonic,1,0.4377140410958904,0.015647921760391197,0.7752743142144638
mlp,isotonic,1,0.4184503424657534,0.01432225063938619,0.7788199872618841
mlp,isotonic,1,0.398972602739726,0.012875536480686695,0.7806103302401747
mlp,isotonic,1,0.3794948630136986,0.012408347433728144,0.7907630522088355
mlp,isotonic,1,0.3602311643835616,0.0106951871657754,0.7875678937839469
mlp,isotonic,1,0.3407534246575342,0.010678391959798994,0.8044033184428845
mlp,isotonic,1,0.3214897260273973,0.009320905459387484,0.8054821867321866
mlp,isotonic,1,0.3020119863013699,0.007795889440113395,0.8003818814277072
mlp,isotonic,1,0.2827482876712329,0.008327024981074944,0.8164968873797397
mlp,isotonic,1,0.2632705479452055,0.004878048780487805,0.8079476033834586
mlp,isotonic,1,0.2437928082191781,0.0052677787532923615,0.8213015873015872
mlp,isotonic,1,0.2245291095890411,0.005719733079122974,0.8368184955141477
mlp,isotonic,1,0.2050513698630137,0.006263048016701462,0.8509760895883777
mlp,isotonic,1,0.1857876712328767,0.0069124423963133645,0.8540899966543994
mlp,isotonic,1,0.1663099315068493,0.006435006435006435,0.8775171163914619
mlp,isotonic,1,0.1468321917808219,0.0058309037900874635,0.903746290801187
mlp,isotonic,1,0.12756849315068494,0.006711409395973154,0.9081763698630138
mlp,isotonic,1,0.10809075342465753,0.005940594059405941,0.9373389768126611
mlp,isotonic,1,0.08882705479452055,0.004819277108433735,0.9683950617283951
mlp,isotonic,1,0.06934931506849315,0.006172839506172839,0.9737261146496816
mlp,isotonic,1,0.05008561643835616,0.008547008547008548,0.9832589285714286
lr,none,2,1.0,0.1115154109589041,0.8761020199189148
lr,none,2,0.9805222602739726,0.10434402968784108,0.8729222884872674
lr,none,2,0.9612585616438356,0.09797372522823425,0.8714580366116809
lr,none,2,0.9417808219178082,0.0915909090909091,0.8730503768019283
lr,none,2,0.9225171232876712,0.08654292343387471,0.8692066371762298
lr,none,2,0.9030393835616438,0.08035079402702063,0.8655334574311748
lr,none,2,0.8837756849315068,0.07459433276822475,0.8599796508882344
lr,none,2,0.8642979452054794,0.06934125804853888,0.8545543951858317
lr,none,2,0.844820205479452,0.06308588801621484,0.8475134586047057
lr,none,2,0.825556506849315,0.059372569354420535,0.8468598359295639
lr,none,2,0.8060787671232876,0.05523101433882103,0.8469058030503571
lr,none,2,0.7868150684931506,0.05059847660500544,0.8404338136524607
lr,none,2,0.7673373287671232,0.04769874476987448,0.8393671058300642
lr,none,2,0.7478595890410958,0.04264453348597596,0.8313771613862275
lr,none,2,0.728595890410959,0.04024676850763807,0.8307777656517152
lr,none,2,0.7091181506849316,0.03773015393902807,0.8318418864482171
lr,none,2,0.6898544520547946,0.03599131244182439,0.8319259499837609
lr,none,2,0.6703767123287672,0.033524904214559385,0.8339947902433642
lr,none,2,0.6511130136986302,0.030243261012491782,0.831710586356377
lr,none,2,0.6316352739726028,0.029142663503896982,0.8375148895832165
lr,none,2,0.6121575342465754,0.026573426573426574,0.8306571693025876
lr,none,2,0.5928938356164384,0.025992779783393503,0.835093515602169
lr,none,2,0.573416095890411,0.023889511011571482,0.8357946423598863
lr,none,2,0.554152397260274,0.022402471996910003,0.8413588799735296
lr,none,2,0.5346746575342466,0.019615692554043235,0.8361094568293866
lr,none,2,0.5154109589041096,0.01951827242524917,0.8494172494172495
lr,none,2,0.4959332191780822,0.017263703064307294,0.8491780006411138
lr,none,2,0.4764554794520548,0.015723270440251572,0.8526339553178373
lr,none,2,0.4571917808219178,0.0149812734082397,0.8550846104725415
lr,none,2,0.4377140410958904,0.012224938875305624,0.8437531172069824
lr,none,2,0.4184503424657534,0.012276214833759591,0.8525794141064712
